date,close
2020.1.2,55200
2020.1.3,55500
2020.1.6,55500
2020.1.7,55800
2020.1.8,56800
2020.1.9,58600
2020.1.10,59500
2020.1.13,60000
2020.1.14,60000
2020.1.15,59000
2020.1.16,60700
2020.1.17,61300
2020.1.20,62400
2020.1.21,61400
2020.1.22,62300
2020.1.23,60800
2020.1.28,58800
2020.1.29,59100
2020.1.30,57200
2020.1.31,56400
2020.2.3,57200
2020.2.4,58900
2020.2.5,59500
2020.2.6,61100
2020.2.7,60400
2020.2.10,59700
2020.2.11,59900
2020.2.12,60500
2020.2.13,60700
2020.2.14,61800
2020.2.17,61500
2020.2.18,59800
2020.2.19,60200
2020.2.20,60000
2020.2.21,59200
2020.2.24,56800
2020.2.25,57900
2020.2.26,56500
2020.2.27,55900
2020.2.28,54200
2020.3.2,55000
2020.3.3,55400
2020.3.4,57400
2020.3.5,57800
2020.3.6,56500
2020.3.9,56500
2020.3.10,54600
2020.3.11,52100
2020.3.12,52100
2020.3.13,49950
2020.3.16,48900
2020.3.17,47300
2020.3.18,45600
2020.3.19,42950
2020.3.20,45400
2020.3.23,42500
2020.3.24,46950
2020.3.25,48650
2020.3.26,47800
2020.3.27,48300
2020.3.30,47850
2020.3.31,47750
2020.4.1,45800
2020.4.2,46800
2020.4.3,47000
2020.4.6,48700
2020.4.7,49600
2020.4.8,48600
2020.4.9,49100
2020.4.10,49250
2020.4.13,48300
2020.4.14,49000
2020.4.16,49000
2020.4.17,51400
2020.4.20,50100
2020.4.21,49250
2020.4.22,49850
2020.4.23,49850
2020.4.24,49350
2020.4.27,49850
2020.4.28,50100
2020.4.29,50000
2020.5.4,48500
2020.5.6,49200
2020.5.7,48800
2020.5.8,48800
2020.5.11,48400
2020.5.12,47900
2020.5.13,48550
2020.5.14,48000
2020.5.15,47850
2020.5.18,48800
2020.5.19,50300
2020.5.20,50000
2020.5.21,49950
2020.5.22,48750
2020.5.25,48850
2020.5.26,49250
2020.5.27,49900
2020.5.28,50400
2020.5.29,50700
2020.6.1,51200
2020.6.2,51400
2020.6.3,54500
2020.6.4,54600
2020.6.5,55500
2020.6.8,54900
2020.6.9,55500
2020.6.10,55400
2020.6.11,54300
2020.6.12,52300
2020.6.15,49900
2020.6.16,52100
2020.6.17,52200
2020.6.18,52300
2020.6.19,52900
2020.6.22,52000
2020.6.23,51400
2020.6.24,52900
2020.6.25,51900
2020.6.26,53300
2020.6.29,52400
2020.6.30,52800
2020.7.1,52600
2020.7.2,52900
2020.7.3,53600
2020.7.6,55000
2020.7.7,53400
2020.7.8,53000
2020.7.9,52800
2020.7.10,52700
2020.7.13,53400
2020.7.14,53800
2020.7.15,54700
2020.7.16,53800
2020.7.17,54400
2020.7.20,54200
2020.7.21,55300
2020.7.22,54700
2020.7.23,54100
2020.7.24,54200
2020.7.27,55600
2020.7.28,58600
2020.7.29,59000
2020.7.30,59000
2020.7.31,57900
2020.8.3,56800
2020.8.4,57300
2020.8.5,56900
2020.8.6,58000
2020.8.7,57500
2020.8.10,57800
2020.8.11,58200
2020.8.12,59000
2020.8.13,58700
2020.8.14,58000
2020.8.18,58400
2020.8.19,57800
2020.8.20,55400
2020.8.21,55900
2020.8.24,56100
2020.8.25,56400
2020.8.26,56400
2020.8.27,55600
2020.8.28,55400
2020.8.31,54000
2020.9.1,54200
2020.9.2,54400
2020.9.3,56400
2020.9.4,55600
2020.9.7,56500
2020.9.8,58700
2020.9.9,58400
2020.9.10,59200
2020.9.11,59000
2020.9.14,60400
2020.9.15,61000
2020.9.16,61000
2020.9.17,59500
2020.9.18,59300
2020.9.21,59200
2020.9.22,58200
2020.9.23,58600
2020.9.24,57800
2020.9.25,57900
2020.9.28,58200
2020.9.29,58200
2020.10.5,58700
2020.10.6,59000
2020.10.7,59900
2020.10.8,59700
2020.10.12,60400
2020.10.13,60900
2020.10.14,60900
2020.10.15,60000
2020.10.16,59500
2020.10.19,60000
2020.10.20,60900
2020.10.21,60900
2020.10.22,60100
2020.10.23,60200
2020.10.26,60400
2020.10.27,59800
2020.10.28,59000
2020.10.29,58100
2020.10.30,56600
2020.11.2,57400
2020.11.3,58800
2020.11.4,58500
2020.11.5,60300
2020.11.6,60100
2020.11.9,60200
2020.11.10,60200
2020.11.11,61300
2020.11.12,61000
2020.11.13,63200
2020.11.16,66300
2020.11.17,65700
2020.11.18,64800
2020.11.19,64600
2020.11.20,64700
2020.11.23,67500
2020.11.24,67700
2020.11.25,66600
2020.11.26,68000
2020.11.27,68200
2020.11.30,66700
2020.12.1,67800
2020.12.2,69500
2020.12.3,69700
2020.12.4,71500
2020.12.7,72900
2020.12.8,71700
2020.12.9,73900
2020.12.10,72900
2020.12.11,73400
2020.12.14,73800
2020.12.15,73800
2020.12.16,73800
2020.12.17,73300
2020.12.18,73000
2020.12.21,73000
2020.12.22,72300
2020.12.23,73900
2020.12.24,77800
2020.12.28,78700
2020.12.29,78300
2020.12.30,81000
2021.1.4,83000
2021.1.5,83900
2021.1.6,82200
2021.1.7,82900
2021.1.8,88800
2021.1.11,91000
2021.1.12,90600
2021.1.13,89700
2021.1.14,89700
2021.1.15,88000
2021.1.18,85000
2021.1.19,87000
2021.1.20,87200
2021.1.21,88100
2021.1.22,86800
2021.1.25,89400
2021.1.26,86700
2021.1.27,85600
2021.1.28,83700
2021.1.29,82000
2021.2.1,83000
2021.2.2,84400
2021.2.3,84600
2021.2.4,82500
2021.2.5,83500
2021.2.8,83000
2021.2.9,82700
2021.2.10,81600
2021.2.15,84200
2021.2.16,84900
2021.2.17,83200
2021.2.18,82100
2021.2.19,82600
2021.2.22,82200
2021.2.23,82000
2021.2.24,82000
2021.2.25,85300
2021.2.26,82500
2021.3.2,83600
2021.3.3,84000
2021.3.4,82400
2021.3.5,82100
2021.3.8,82000
2021.3.9,81400
2021.3.10,80900
2021.3.11,82000
2021.3.12,82800
2021.3.15,81800
2021.3.16,82800
2021.3.17,82300
2021.3.18,82900
2021.3.19,81900
2021.3.22,82000
2021.3.23,81800
2021.3.24,81000
2021.3.25,81200
2021.3.26,81500
2021.3.29,81600
2021.3.30,82200
2021.3.31,81400
2021.4.1,82900
2021.4.2,84800
2021.4.5,85400
2021.4.6,86000
2021.4.7,85600
2021.4.8,84700
2021.4.9,83600
2021.4.12,83200
2021.4.13,84000
2021.4.14,84000
2021.4.15,84100
2021.4.16,83900
2021.4.19,83300
2021.4.20,83900
2021.4.21,82600
2021.4.22,82400
2021.4.23,82800
2021.4.26,83500
2021.4.27,82900
2021.4.28,82100
2021.4.29,81700
2021.4.30,81500
2021.5.3,81700
2021.5.4,82600
2021.5.6,82300
2021.5.7,81900
2021.5.10,83200
2021.5.11,81200
2021.5.12,80000
2021.5.13,78500
2021.5.14,80100
2021.5.17,79600
2021.5.18,79600
2021.5.20,79500
2021.5.21,80100
2021.5.24,79700
2021.5.25,79900
2021.5.26,79800
2021.5.27,79600
2021.5.28,80100
2021.5.31,80500
2021.6.1,80600
2021.6.2,80800
2021.6.3,82800
2021.6.4,82200
2021.6.7,81900
2021.6.8,81900
2021.6.9,81100
2021.6.10,81000
2021.6.11,81000
2021.6.14,80500
2021.6.15,80900
2021.6.16,81800
2021.6.17,80900
2021.6.18,80500
2021.6.21,79900
2021.6.22,80000
2021.6.23,80100
2021.6.24,81200
2021.6.25,81600
2021.6.28,81900
2021.6.29,81000
2021.6.30,80700
2021.7.1,80100
2021.7.2,80000
2021.7.5,80400
2021.7.6,81200
2021.7.7,80800
2021.7.8,79900
2021.7.9,79400
2021.7.12,79700
2021.7.13,79800
2021.7.14,79500
2021.7.15,80600
2021.7.16,79800
2021.7.19,79000
2021.7.20,79000
2021.7.21,78500
2021.7.22,79700
2021.7.23,79300
2021.7.26,78800
2021.7.27,78500
2021.7.28,79200
2021.7.29,79000
2021.7.30,78500
2021.8.2,79300
2021.8.3,81400
2021.8.4,82900
2021.8.5,82100
2021.8.6,81500
2021.8.9,81500
2021.8.10,80200
2021.8.11,78500
2021.8.12,77000
2021.8.13,74400
2021.8.17,74200
2021.8.18,73900
2021.8.19,73100
2021.8.20,72700
2021.8.23,73300
2021.8.24,75600
2021.8.25,75700
2021.8.26,74600
2021.8.27,74300
2021.8.30,74600
2021.8.31,76700
2021.9.1,76800
2021.9.2,76000
2021.9.3,76600
2021.9.6,77300
2021.9.7,76100
2021.9.8,76300
2021.9.9,75300
2021.9.10,75300
2021.9.13,76300
2021.9.14,76600
2021.9.15,77000
2021.9.16,76100
2021.9.17,77200
2021.9.23,77400
2021.9.24,77300
2021.9.27,77700
2021.9.28,76300
2021.9.29,74100
2021.9.30,74100
2021.10.1,73200
2021.10.5,72200
2021.10.6,71300
2021.10.7,71600
2021.10.8,71500
2021.10.12,69000
2021.10.13,68800
2021.10.14,69400
2021.10.15,70100
2021.10.18,70200
2021.10.19,70600
2021.10.20,70300
2021.10.21,70200
2021.10.22,70400
2021.10.25,70200
2021.10.26,71100
2021.10.27,70100
2021.10.28,70700
2021.10.29,69800
2021.11.1,69900
2021.11.2,71500
2021.11.3,70400
2021.11.4,70600
2021.11.5,70200
2021.11.8,70600
2021.11.9,70500
2021.11.10,70200
2021.11.11,69900
2021.11.12,70600
2021.11.15,71400
2021.11.16,71300
2021.11.17,70700
2021.11.18,70200
2021.11.19,71200
2021.11.22,74900
2021.11.23,75300
2021.11.24,74800
2021.11.25,73700
2021.11.26,72300
2021.11.29,72300
2021.11.30,71300
2021.12.1,74400
2021.12.2,75800
2021.12.3,75600
2021.12.6,76300
2021.12.7,77400
2021.12.8,77400
2021.12.9,78200
2021.12.10,76900
2021.12.13,76800
2021.12.14,77000
2021.12.15,77600
2021.12.16,77800
2021.12.17,78000
2021.12.20,77100
2021.12.21,78100
2021.12.22,79400
2021.12.23,79900
2021.12.24,80500
2021.12.27,80200
2021.12.28,80300
2021.12.29,78800
2021.12.30,78300
2022.1.4,78700
2022.1.5,77400
2022.1.6,76900
2022.1.7,78300
2022.1.10,78000
2022.1.11,78900
2022.1.12,78900
2022.1.13,77900
2022.1.14,77300
2022.1.17,77500
2022.1.18,77000
2022.1.19,76300
2022.1.20,76500
2022.1.21,75600
2022.1.24,75100
2022.1.25,74000
2022.1.26,74000
2022.1.27,71300
2022.1.28,73300
2022.2.3,73300
2022.2.4,74000
2022.2.7,73000
2022.2.8,73000
2022.2.9,73000
2022.2.10,75400
2022.2.11,74900
2022.2.14,73700
2022.2.15,73700
2022.2.16,74800
2022.2.17,75000
2022.2.18,74300
2022.2.21,74300
2022.2.22,74300
2022.2.23,74300
2022.2.24,71500
2022.2.25,71900
2022.2.28,71900
2022.3.2,71700
2022.3.3,72900
2022.3.4,72900
2022.3.7,70100
2022.3.8,69500
2022.3.10,69500
2022.3.11,70000
2022.3.14,70200
2022.3.15,70200
2022.3.16,70400
2022.3.17,70400
2022.3.18,70700
2022.3.21,69900
2022.3.22,70300
2022.3.23,70500
2022.3.24,69800
2022.3.25,69800
2022.3.28,69700
2022.3.29,70200
2022.3.30,69900
2022.3.31,69600
2022.4.1,69100
2022.4.4,69300
2022.4.5,69200
2022.4.6,68500
2022.4.7,68000
2022.4.8,67800
2022.4.11,67900
2022.4.12,67000
2022.4.13,68700
2022.4.14,67500
2022.4.15,66600
2022.4.18,66700
2022.4.19,67300
2022.4.20,67400
2022.4.21,67700
2022.4.22,67000
2022.4.25,66300
2022.4.26,66100
2022.4.27,65000
2022.4.28,64800
2022.4.29,67400
2022.5.2,67300
2022.5.3,67500
2022.5.4,67900
2022.5.6,66500
2022.5.10,65700
2022.5.11,65700
2022.5.12,64900
2022.5.13,66500
2022.5.16,66300
2022.5.17,67600
2022.5.18,68100
2022.5.19,67500
2022.5.20,68000
2022.5.23,67900
2022.5.24,66500
2022.5.25,66400
2022.5.26,65900
2022.5.27,66500
2022.5.30,67700
2022.5.31,67400
2022.6.2,66700
2022.6.3,66800
2022.6.7,65500
2022.6.8,65300
2022.6.9,65200
2022.6.10,63800
2022.6.13,62100
2022.6.14,61900
2022.6.15,60700
2022.6.16,60900
2022.6.17,59800
2022.6.20,58700
2022.6.21,58500
2022.6.22,57600
2022.6.23,57400
2022.6.24,58400
2022.6.27,58800
2022.6.28,59400
2022.6.29,58000
2022.6.30,57000
2022.7.1,56200
2022.7.4,57100
2022.7.5,57200
2022.7.6,56400
2022.7.7,58200
2022.7.8,58700
2022.7.11,58800
2022.7.12,58100
2022.7.13,58000
2022.7.14,57500
2022.7.15,60000
2022.7.18,61900
2022.7.19,60900
2022.7.20,60500
2022.7.21,61800
2022.7.22,61300
2022.7.25,61100
2022.7.26,61700
2022.7.27,61800
2022.7.28,61900
2022.7.29,61400
2022.8.1,61300
2022.8.2,61700
2022.8.3,61300
2022.8.4,61500
2022.8.5,61500
2022.8.8,60800
2022.8.9,60000
2022.8.10,59100
2022.8.11,59900
2022.8.12,60200
2022.8.16,61000
2022.8.17,60400
2022.8.18,61500
2022.8.19,60900
2022.8.22,60000
2022.8.23,59100
2022.8.24,59000
2022.8.25,59700
2022.8.26,60000
2022.8.29,58600
2022.8.30,58800
2022.8.31,59700
2022.9.1,58400
2022.9.2,57500
2022.9.5,57100
2022.9.6,57100
2022.9.7,56000
2022.9.8,55600
2022.9.13,58100
2022.9.14,56800
2022.9.15,56000
2022.9.16,56200
2022.9.19,56400
2022.9.20,55800
2022.9.21,55300
2022.9.22,54400
2022.9.23,54500
2022.9.26,53900
2022.9.27,54200
2022.9.28,52900
2022.9.29,52600
2022.9.30,53100
2022.10.4,55200
2022.10.5,56000
2022.10.6,56300
2022.10.7,56200
2022.10.11,55400
2022.10.12,55800
2022.10.13,55200
2022.10.14,56300
2022.10.17,56600
2022.10.18,56500
2022.10.19,55800
2022.10.20,55500
2022.10.21,55900
2022.10.24,57500
2022.10.25,57700
2022.10.26,59400
2022.10.27,59500
2022.10.28,57300
2022.10.31,59400
2022.11.1,60000
2022.11.2,59600
2022.11.3,59200
2022.11.4,59400
2022.11.7,60200
2022.11.8,61800
2022.11.9,62000
2022.11.10,60400
2022.11.11,62900
2022.11.14,61900
2022.11.15,62400
2022.11.16,62700
2022.11.17,61400
2022.11.18,61800
2022.11.21,61400
2022.11.22,60600
2022.11.23,61000
2022.11.24,61400
2022.11.25,61000
2022.11.28,60100
2022.11.29,60600
2022.11.30,62200
2022.12.1,62600
